game.rom	game.name	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
swcourt	Super World Court (World)	Namco	1992	Sports / Tennis				4	3	4	joy8way		60	H			304	224	R	
swcourtj	Super World Court (Japan)	Namco	1992	Sports / Tennis	swcourt	swcourt		4	3	4	joy8way		60	H			304	224	R	
sweetgal	Sweet Gal (Japan 850510 SWG 1-02)	Nichibutsu	1985	Tabletop / Mahjong	sexygal	sexygal		2	10	2	joy8way		60	H			256	256	R	
sweetl	Sweet Life (041220 World)	Igrosoft	2004	Slot Machine / Video Slot				8	1	1	lightgun		60	H			640	480	R	
sweetl2	Sweet Life 2 (071217 Russia)	Igrosoft	2007					8	1	1	lightgun		60.000000	H			640	480	R	
sweetl_2	Sweet Life (070412 Russia)	Igrosoft	2004			sweetl		8	1	1	lightgun		60.000000	H			640	480	R	
sweetla	Sweet Life (bootleg, 041220, backdoor)	bootleg	2004	Slot Machine / Video Slot	sweetl	sweetl		8	1	1	lightgun		60	H			640	480	R	
sweetlb	Sweet Life (bootleg, 041220, banking address hack, changed version text)	bootleg	2004	Slot Machine / Video Slot	sweetl	sweetl		8	1	1	lightgun		60	H			640	480	R	
swimmer	Swimmer (set 1)	Tehkan	1982	Sports / Swimming				2	1	2	joy8way		60.57	H			256	224	R	
swimmera	Swimmer (set 2)	Tehkan	1982	Sports / Swimming	swimmer	swimmer		2	1	2	joy8way		60.57	H			256	224	R	
swimmerb	Swimmer (set 3)	Tehkan	1982	Sports / Swimming	swimmer	swimmer		2	1	2	joy8way		60.57	H			256	224	R	
swisspkr	Swiss Poker ('50 SG-.10', V2.5)	Golden Games / C+M Technics AG	1990					2	1	1>	trackball		60.000000	H			312	288	R	
sws	Super World Stadium (Japan)	Namco	1992	Sports / Baseball				2	3	2	joy8way		60.606061	H			288	224	R	
sws2000	Super World Stadium 2000 (Japan, SS01/VER.A)	Namco	2000	Sports / Baseball				2	6	2	joy8way		60	H			640	480	R	
sws2001	Super World Stadium 2001 (Japan, SS11/VER.A)	Namco	2001	Sports / Baseball	sws2000	sws2000		2	6	2	joy8way		60	H			640	480	R	
sws92	Super World Stadium '92 (Japan)	Namco	1992	Sports / Baseball				2	3	2	joy8way		60.606061	H			288	224	R	
sws92g	Super World Stadium '92 Gekitouban (Japan)	Namco	1992	Sports / Baseball	sws92	sws92		2	3	2	joy8way		60.606061	H			288	224	R	
sws93	Super World Stadium '93 (Japan)	Namco	1993	Sports / Baseball				2	3	2	joy8way		60.606061	H			288	224	R	
sws95	Super World Stadium '95 (Japan)	Namco	1995	Sports / Baseball				2	3	4	joy8way		59.7	H			288	224	R	
sws96	Super World Stadium '96 (Japan)	Namco	1996	Sports / Baseball				2	3	4	joy8way		59.7	H			288	224	R	
sws97	Super World Stadium '97 (Japan)	Namco	1997	Sports / Baseball				2	3	4	joy8way		59.7	H			288	224	R	
sws98	Super World Stadium '98 (Japan, SS81/VER.A)	Namco	1998	Sports / Baseball				2	6	2	joy8way		60	H			640	480	R	
sws99	Super World Stadium '99 (Japan, SS91/VER.A3)	Namco	1999	Sports / Baseball				2	6	2	joy8way		60	H			640	480	R	
swthrt2v	Sweet Hearts II (01J01986, Venezuela)	Aristocrat	1995	Casino / Reels				1	6	1	joy8way		60	H			320	224	R	
swtht2nz	Sweethearts II (1VXFC5461, New Zealand)	Aristocrat	1998	Slot Machine / Video Slot				1	6	1	joy8way		60	H			304	216	R	
swtrilgy	Star Wars Trilogy Arcade (Revision A)	Sega / LucasArts	1998	Shooter / Misc.				2	2	1	stick		60	H			496	384	R	
swtrilgya	Star Wars Trilogy Arcade	Sega / LucasArts	1998	Shooter / Misc.	swtrilgy	swtrilgy		2	2	1	stick		60	H			496	384	R	
sxevious	Super Xevious	Namco	1984	Shooter / Flying Vertical	xevious	xevious		2	2	2	joy8way		60.606061	V			288	224	R	
sxeviousj	Super Xevious (Japan)	Namco	1984	Shooter / Flying Vertical	xevious	xevious		2	2	2	joy8way		60.606061	V			288	224	R	
sxyreac2	Pachinko Sexy Reaction 2 (Japan)	Sammy	1999	Misc. / Pinball				2	3	2	paddle		60	H			336	240	R	
sxyreact	Pachinko Sexy Reaction (Japan)	Sammy	1998	Misc. / Pinball				2	3	2	paddle		60	H			338	240	R	
sys246	System 246 BIOS	Namco	2001					1	3	0>	vjoy2way		60.000000	H			640	480	R	
sys256	System 256 BIOS	Namco	2004					1	3	0>	vjoy2way		60.000000	H			640	480	R	
sys573	System 573 BIOS	Konami	1998					2	6	2	joy8way		60.000000	H			640	480	R	
syvalion	Syvalion (Japan)	Taito Corporation	1988	Shooter / Flying Horizontal				2	1	2	trackball		60	H			512	400	R	
syvalionp	Syvalion (World, prototype)	Taito Corporation	1988	Shooter / Flying Horizontal		syvalion	syvalion			2				H	4	3	512	400	R	
szaxxon	Super Zaxxon (315-5013)	Sega	1982	Shooter / Flying Diagonal				2	1	2	joy8way		59.999408	V			256	224	R	
tacscan	Tac/Scan	Sega	1982	Shooter / Flying Vertical				2	2	1	dial		40	V	3	4			V	
tactcan2	Tactician (set 2)		1981	Shooter / Gallery			tactcian			2			60	V	3	4	288	224	R	
tactcian	Tactician (set 1)	Konami (Sega license)	1982	Shooter / Gallery				2	2	2	joy4way		60	V			288	224	R	
tactcian2	Tactician (set 2)	Konami (Sega license)	1981	Shooter / Gallery	tactcian	tactcian		2	2	2	joy4way		60	V			288	224	R	
tagteam	Tag Team Wrestling	Technos Japan (Data East license)	1983	Sports / Wrestling	bigprowr	bigprowr		2	2	2	joy8way		57	V			256	240	R	
taiko10	Taiko no Tatsujin 10 (T101001-NA-A)	Namco	2007	Rhythm / Instruments		sys256		1	3	0>	vjoy2way		60.000000	H			640	480	R	
taiko9	Taiko no Tatsujin 9 (TK91001-NA-A)	Namco	2006	Rhythm / Instruments	sys256	sys256		1	3	0	vjoy2way		60	H			640	480	R	
tail2nos	Tail to Nose - Great Championship	V-System Co.	1989	Driving / Race				2	2	1	joy2way		60	V			320	240	R	
tailg	Tailgunner	Cinematronics	1979	Shooter / Flying 1st Person				1	2	1	stick		38	H	4	3			V	
taitofx1	Taito FX1	Taito	1995	System / BIOS				4	3	4	joy8way		60	H	4	3	640	480	R	
taitogn	Taito GNET	Taito	1997					4	3	4	joy8way		60.000000	H			640	480	R	
taitotz	Type Zero BIOS	Taito	1999					1	7	0>	keyboard		60.000000	H			512	384	R	
taiwanmb	Taiwan Mahjong [BET] (Japan 881208)	Miki Syouji	1988	Tabletop / Mahjong				2	2	2	joy4way		60	H			512	224	R	
takoron	Noukone Puzzle Takoron (Japan) (GDL-0042)	Compile	2006	Puzzle / Misc.	naomigd	naomigd		2	6	2	joy8way		60	H			640	480	R	
talbot	Talbot	Alpha Denshi Co. (Volt Electronics license)	1982	Maze / Collect & Put				2	2	2	joy8way		60	V			256	224	R	
tangtang	Tang Tang (ver. 0526, 26/05/2000)	ESD	2000	Platform / Run Jump				2	2	2	joy8way		60	H			320	240	R	
tank8	Tank 8 (set 1)	Atari (Kee Games)	1976	Maze / Shooter Small				8	1	8	vdoublejoy2way		60	H			480	464	R	
tank8a	Tank 8 (set 2)	Atari (Kee Games)	1976	Maze / Shooter Small	tank8	tank8		8	1	8	vdoublejoy2way		60	H			480	464	R	
tank8b	Tank 8 (set 3)	Atari (Kee Games)	1976	Maze / Shooter Small	tank8	tank8		8	1	8	vdoublejoy2way		60	H			480	464	R	
tank8c	Tank 8 (set 4)	Atari (Kee Games)	1976	Maze / Shooter Small	tank8	tank8		8	1	8	vdoublejoy2way		60	H			480	464	R	
tank8d	Tank 8 (set 5)	Atari (Kee Games)	1976	Maze / Shooter Small	tank8	tank8		8	1	8	vdoublejoy2way		60	H			480	464	R	
tankbatl	Tank Battle (prototype rev. 4/21/92)	Microprose Games Inc.	1992	Shooter / 1st Person				2	1	2	vdoublejoy2way		60.00384	H			576	400	R	
tankbatt	Tank Battalion	Namco	1980	Maze / Shooter Small				2	1	2	joy4way		60	V			256	224	R	
tankbust	Tank Busters	Valadon Automation	1985	Maze / Shooter Large				4	2	1	joy8way		60	V			320	240	R	
tankfrce	Tank Force (US, 2 Players)	Namco	1991	Maze / Shooter Small				2	3	2	joy8way		60.60606	H			288	224	R	
tankfrce4	Tank Force (US, 4 Players)	Namco	1991	Maze / Shooter Small	tankfrce	tankfrce		4	1	4	joy8way		60.60606	H			288	224	R	
tankfrcej	Tank Force (Japan)	Namco	1991	Maze / Shooter Small	tankfrce	tankfrce		2	3	2	joy8way		60.60606	H			288	224	R	
tankfrcj	Tank Force (Japan)		1991	Maze / Shooter Small			tankfrce			2			60	H	4	3	288	224	R	
tantr	Puzzle & Action: Tant-R (Japan)	Sega	1992	Multiplay / Mini-Games				2	1	2	joy8way		60	H			256	224	R	
tantrbl	Puzzle & Action: Tant-R (Japan) (bootleg set 1)	bootleg	1992	Multiplay / Mini-Games	tantr	tantr		2	1	2	joy8way		60	H			256	224	R	
tantrbl2	Puzzle & Action: Tant-R (Japan) (bootleg set 2)	bootleg	1994	Multiplay / Mini-Games	tantr	tantr		2	1	2	joy8way		60	H			256	224	R	
tantrbl3	Puzzle & Action: Tant-R (Japan) (bootleg set 3)	bootleg	1994	Multiplay / Mini-Games	tantr	tantr		2	1	2	joy8way		60	H			256	224	R	
tantrkor	Puzzle & Action: Tant-R (Korea)	Sega	1993	Multiplay / Mini-Games	tantr	tantr		2	1	2	joy8way		60	H			256	224	R	
taotaida	Tao Taido (set 2)		1993	Fighter / Versus			taotaido			2			60	H	4	3	320	224	R	
taotaido	Tao Taido (2 button version)	Video System Co.	1993	Fighter / Versus				2	2	2	joy8way		60	H			320	224	R	
taotaidoa	Tao Taido (6 button version)	Video System Co.	1993	Fighter / Versus	taotaido	taotaido		2	6	2	joy8way		60	H			320	224	R	
tapper	Tapper (Budweiser, 1/27/84)	Bally Midway	1983	Platform / Run Jump				2	1	2	joy4way		30	H			512	480	R	
tappera	Tapper (Budweiser, 12/9/83)	Bally Midway	1983	Platform / Run Jump	tapper	tapper		2	1	2	joy4way		30	H			512	480	R	
targ	Targ	Exidy	1980	Maze / Shooter Small				2	1	1	joy4way		59.996811	H			256	256	R	
targc	Targ (cocktail?)	Exidy	1980	Maze / Shooter Small	targ	targ		2	1	1	joy4way		59.996811	H			256	256	R	
targeth	Target Hits (ver 1.1, Checksum 5152)	Gaelco	1994	Shooter / Gun				2	2	2	lightgun		60	H			384	240	R	
targetha	Target Hits (ver 1.1, Checksum 86E1)	Gaelco	1994	Shooter / Gun	targeth	targeth		2	2	2	lightgun		60	H			384	240	R	
tarzan	Tarzan Chuang Tian Guan (V109C, set 2)	IGS	1999	Slot Machine / Video Slot			tarzanc	3	5	2	joy8way		60	H			512	240	R	
tarzana	Tarzan (V107)	IGS	1999	Slot Machine / Video Slot	tarzan	tarzan	tarzanc	3	5	2	joy8way		60	H			512	240	R	
tattack	Time Attacker	Shonan	1983?	Ball & Paddle / Breakout				1	3	1	joy8way		60	V			256	256	R	
tattass	Tattoo Assassins (US prototype, Mar 14 1995)	Data East Pinball	1994	Fighter / Versus				2	6	2	joy8way		60	H			320	240	R	
tattassa	Tattoo Assassins (Asia prototype, Mar 14 1995)	Data East Pinball	1994	Fighter / Versus	tattass	tattass		2	6	2	joy8way		60	H			320	240	R	
taxidrvr	Taxi Driver		1984	Maze / Driving				2	2	2	joy4way		60	V			256	208	R	
tazmani2	Tazz-Mania (set 2, alt hardware)	Stern Electronics	1982	Shooter / Walking	tazmania	tazmania		2	2	2	joy8way		60.606061	V			256	224	R	
tazmania	Tazz-Mania (set 1)	Stern Electronics	1982	Shooter / Walking				2	2	2	joy8way		60.606061	V			768	224	R	
tazzmang	Tazz-Mania (bootleg on Galaxian hardware)	bootleg	1982	Shooter / Walking	tazmania	tazmania		2	1	2	joy8way		60.606061	V			256	224	R	
tazzmang2	Tazz-Mania (bootleg on Galaxian hardware with Starfield)	bootleg	1982	Shooter / Walking		tazmania	tazmania			2				V	3	4	256	224	R	
tblkkuzu	The Block Kuzushi (Japan)	Tamsoft / D3 Publisher	2000	Ball & Paddle / Breakout	tps	tps		4	3	4	joy8way		60	H			640	480	R	
tbowl	Tecmo Bowl (World, set 1)	Tecmo	1987	Sports / Football				4	2	4	joy8way		60	H			256	224	R	
tbowlj	Tecmo Bowl (Japan)	Tecmo	1987	Sports / Football	tbowl	tbowl		4	2	4	joy8way		60	H			256	224	R	
tbyahhoo	Twin Bee Yahhoo! (ver JAA)	Konami	1995	Shooter / Flying Vertical	konamigx	konamigx		2	3	4	joy8way		59.185606	H			288	224	R	
tceptor	Thunder Ceptor	Namco	1986	Shooter / Flying (chase view)				2	4	1	pedal		60.60606	H			272	224	R	
tceptor2	3-D Thunder Ceptor II	Namco	1986	Shooter / Flying (chase view)	tceptor	tceptor		2	4	1	pedal		60.60606	H			272	224	R	
tcl	Taiwan Chess Legend	Uniwang	1995	Tabletop / Misc.				1	4	1	joy8way		60	H			256	224	R	
tcobra2	Twin Cobra II (Ver 2.1O 1995/11/30)	Taito Corporation Japan	1995	Shooter / Flying Vertical				4	4	4	dial		58.97	V			320	232	R	
tcobra2u	Twin Cobra II (Ver 2.1A 1995/11/30)	Taito America Corporation	1995	Shooter / Flying Vertical	tcobra2	tcobra2		4	4	4	dial		58.97	V			320	232	R	
tdfever	TouchDown Fever (US)	SNK	1987	Sports / Football				2	2	4	dial		60	V			400	224	R	
tdfever2	TouchDown Fever 2	SNK	1988	Sports / Football	tdfever	tdfever		2	2	4	dial		60	V			400	224	R	
tdfeverj	TouchDown Fever (Japan)	SNK	1987	Sports / Football	tdfever	tdfever		2	2	4	dial		60	V			400	224	R	
tdpgal	Triple Draw Poker	Design Labs / Thomas Automatics	1983	Casino / Cards				2	1	1	joy8way		60.606061	V			768	224	R	
tdragon	Thunder Dragon (8th Jan. 1992, unprotected)	NMK (Tecmo license)	1991	Shooter / Flying Vertical				2	2	2	joy8way		56	V			256	224	R	
tdragon1	Thunder Dragon (4th Jun. 1991, protected)	NMK (Tecmo license)	1991	Shooter / Flying Vertical	tdragon	tdragon		2	2	2	joy8way		56	V			256	224	R	
tdragon2	Thunder Dragon 2 (9th Nov. 1993)	NMK	1993	Shooter / Flying Vertical				2	3	2	joy8way		56	V			384	224	R	
tdragon2a	Thunder Dragon 2 (1st Oct. 1993)	NMK	1993	Shooter / Flying Vertical	tdragon2	tdragon2		2	3	2	joy8way		56	V			384	224	R	
tdragonb	Thunder Dragon (bootleg)	bootleg	1991	Shooter / Flying Vertical	tdragon	tdragon		2	2	2	joy8way		56	V			256	224	R	
te0144	Puzzle Bobble (Italian Gambling Game)	<unknown>	2001	Casino / Misc.				1	8	1	joy8way		60	H			512	256	R	
teamqb	John Elway's Team Quarterback (rev 3)	Leland Corp.	1988	Sports / Football				2	1	4	stick		60	V			320	240	R	
teamqb2	John Elway's Team Quarterback (rev 2)	Leland Corp.	1988	Sports / Football	teamqb	teamqb		2	1	4	stick		60	V			320	240	R	
techbowl	Technical Bowling (J 971212 V1.000)	Sega	1997	Sports / Bowling	stvbios	stvbios		2	6	1	joy8way		59.828244	H			320	224	R	
techromn	Tech Romancer (Euro 980914)	Capcom	1998	Fighter / Versus	cpzn2	cpzn2		2	6	2	joy8way		60	H			640	480	R	
techromnu	Tech Romancer (USA 980914)	Capcom	1998	Fighter / Versus	techromn	techromn		2	6	2	joy8way		60	H			640	480	R	
tecmowcm	Tecmo World Cup Millennium (Japan)	Tecmo	2000	Sports / Soccer	tps	tps		4	3	4	joy8way		60	H			640	480	R	
teddybb	TeddyBoy Blues (315-5115, New Ver.)	Sega	1985	Platform / Shooter				2	2	2	joy8way		60.096154	H			512	224	R	
teddybbo	TeddyBoy Blues (315-5115, Old Ver.)	Sega	1985	Platform / Shooter	teddybb	teddybb		2	2	2	joy8way		60.096154	H			512	224	R	
teddybbobl	TeddyBoy Blues (Old Ver. bootleg)	bootleg	1985	Platform / Shooter		teddybb	teddybb			2				H	4	3	512	224	R	
teedoff	Tee'd Off (Japan)	Tecmo	1986	Sports / Golf				2	1	2	trackball		60	V			256	224	R	
teetert	Teeter Torture (prototype)	Exidy	1982	Shooter / Gallery				2	1	1	dial		59.996811	H			256	256	R	
tehkanwc	Tehkan World Cup (set 1)	Tehkan	1985	Sports / Soccer				2	1	2	trackball		60	H			256	224	R	
tehkanwcb	Tehkan World Cup (set 2, bootleg?)	Tehkan	1985	Sports / Soccer	tehkanwc	tehkanwc		2	1	2	trackball		60	H			256	224	R	
tehkanwcc	Tehkan World Cup (set 3, bootleg)	bootleg	1985	Sports / Soccer	tehkanwc	tehkanwc		2	1	2	trackball		60	H			256	224	R	
tekipaki	Teki Paki	Toaplan	1991	Puzzle / Drop				2	2	2	joy8way		60	H			320	240	R	
tekken	Tekken (World, TE2/VER.C)	Namco	1994	Fighter / Versus				2	4	2	joy8way		60	H			640	480	R	
tekken2	Tekken 2 Ver.B (US, TES3/VER.D)	Namco	1996	Fighter / Versus				2	4	2	joy8way		60	H			640	480	R	
tekken2a	Tekken 2 (World, TES2/VER.A)		1995	Fighter / Versus	tekken2			2	4	2	joy8way		60	H			640	480	R	
tekken2b	Tekken 2 Ver.B (World, TES2/VER.B)		1995	Fighter / Versus	tekken2			2	4	2	joy8way		60	H			640	480	R	
tekken3	Tekken 3 (World, TET2/VER.E1)	Namco	1996	Fighter / Versus				2	6	2	joy8way		60	H			640	480	R	
tekken3a	Tekken 3 (World, TET2/VER.A)		1996	Fighter / Versus	tekken3			2	6	2	joy8way		60	H			640	480	R	
tekken3b	Tekken 3 (World, TET2/VER.B)		1996	Fighter / Versus	tekken3			2	6	2	joy8way		60	H			640	480	R	
tekken3c	Tekken 3 (TET2/VER.A)		1996	Not Classified	tekken3			2	6	2	joy8way		60	H			640	480	R	
tekken4	Tekken 4 (TEF3 Ver. C)	Namco	2002	Fighter / Versus	sys246	sys246		1	3	0	vjoy2way		60	H			640	480	R	
tekken4a	Tekken 4 (TEF2 Ver. A)	Namco	2002	Fighter / Versus	tekken4	tekken4		1	3	0	vjoy2way		60	H			640	480	R	
tekken4b	Tekken 4 (TEF1 Ver. A)	Namco	2002	Fighter / Versus	tekken4	tekken4		1	3	0	vjoy2way		60	H			640	480	R	
tekken51	Tekken 5.1 (TE51 Ver. B)	Namco	2005	Fighter / Versus	sys256	sys256		1	3	0	vjoy2way		60	H			640	480	R	
tekkena	Tekken (TE2/VER.C)		1994	Fighter / Versus	tekken			2	4	2	joy8way		60	H			640	480	R	
tekkenb	Tekken (World, TE2/VER.B)		1994	Fighter / Versus	tekken			2	4	2	joy8way		60	H			640	480	R	
tekkenc	Tekken (Japan, TE1/VER.B)		1994	Fighter / Versus	tekken			2	4	2	joy8way		60	H			640	480	R	
tekkentt	Tekken Tag Tournament (TEG3/VER.B)		1999	Fighter / Versus						2			60	H	4	3	640	480	R	
tektagt	Tekken Tag Tournament (World, TEG2/VER.C1, set 1)	Namco	1999	Fighter / Versus				2	6	2	joy8way		60	H			640	480	R	
tektagta	Tekken Tag Tournament (TEG3/VER.B)		1999	Not Classified	tektagt			2	6	2	joy8way		60	H			640	480	R	
tektagtb	Tekken Tag Tournament (Japan, TEG1/VER.B)		1999	Not Classified	tektagt			2	6	2	joy8way		60	H			640	480	R	
tektagtc	Tekken Tag Tournament (Japan, TEG1/VER.A3)		1999	Not Classified	tektagt			2	6	2	joy8way		60	H			640	480	R	
teljan	Tel Jan	Electro Design	1999	Tabletop / Mahjong	skns	skns		1	2	1	joy8way		59.5971	H			320	240	R	
telmahjn	Telephone Mahjong (Japan 890111)	Nichibutsu	1988	Tabletop / Mahjong				1	2	2	joy4way		60	V			512	240	R	
tempest	Tempest (rev 3, Revised Hardware)	Atari	1980	Shooter / Gallery				3	2	2	dial		60	V	3	4			V	
tempest1	Tempest (rev 1)	Atari	1980	Shooter / Gallery		tempest	tempest	3	2	2	dial		60	V	3	4			V	
tempest2	Tempest (rev 2)	Atari	1980	Shooter / Gallery		tempest	tempest	3	2	2	dial		60	V	3	4			V	
tempest3	Tempest (rev 3)	Atari	1980	Shooter / Gallery		tempest	tempest	3	2	2	dial		60	H	3	4	192	262	R	
temptube	Tempest Tubes	hack (Duncan Brown)	1980	Shooter / Gallery		tempest	tempest	3	2	2	dial		60	V	3	4			V	
tenballs	Ten Balls (Ver 1.05)	<unknown>	1997	Casino / Cards	snookr10	snookr10		2	4	1	keyboard		60	H			384	240	R	
tengai	Tengai (World)	Psikyo	1996	Shooter / Flying Horizontal				2	3	2	joy8way		59.9	H			320	224	R	
tengaij	Sengoku Blade: Sengoku Ace Episode II / Tengai	Psikyo	1996	Shooter / Flying Horizontal	tengai	tengai		2	3	2	joy8way		59.9	H			320	224	R	
tenkai	Mahjong Tenkaigen	Dynax	1991	Tabletop / Mahjong				2	3	2	joy8way		60	H			508	240	R	
tenkai2b	Mahjong Tenkaigen Part 2 (bootleg)	bootleg	1991	Tabletop / Mahjong	tenkai	tenkai		2	3	2	joy8way		60	H			508	240	R	
tenkaibb	Mahjong Tenkaigen (bootleg b)	bootleg	1991	Tabletop / Mahjong	tenkai	tenkai		2	3	2	joy8way		60	H			508	240	R	
tenkaicb	Mahjong Tenkaigen (bootleg c)	bootleg	1991	Tabletop / Mahjong	tenkai	tenkai		2	3	2	joy8way		60	H			508	240	R	
tenkaid	Mahjong Tenkaigen (set 1)		1991	Tabletop / Mahjong	tenkai			2	3	2	joy8way		60	H			508	240	R	
tenkaie	Mahjong Tenkaigen (set 2)	Dynax	1991	Tabletop / Mahjong	tenkai	tenkai		2	3	2	joy8way		60	H			508	240	R	
tenkomor	Tenkomori Shooting (World, TKM2/VER.A1)	Namco	1998	Multiplay / Mini-Games				2	6	2	joy8way		60	V			640	480	R	
tenkomorj	Tenkomori Shooting (Japan, TKM1/VER.A1)		1998	Not Classified	tenkomor			2	6	2	joy8way		60	V			640	480	R	
tenpindx	Ten Pin Deluxe	Dave Nutting Associates / Bally Midway	1983	Electromechanical / Misc.				2	2	1	trackball		60.054442	H			352	240	R	
tenspot	Ten Spot	Thomas Automatics	1982	Maze / Shooter Small				2	3	2	joy4way		60.606061	V			768	224	R	
tenthdeg	Tenth Degree (prototype)	Atari Games	1998	Fighter / Versus				4	6	2	joy8way		57	H			640	480	R	
tenup	Ten Up	JPM	1988	Quiz / Questions in English				4	5	1	lightgun		60	H			512	256	R	
tenup3	Ten Up (compendium 3)		1988	Quiz / English	tenup			4	5	1	lightgun		60	H			512	256	R	
teplus2j	Tetris Plus 2 (Japan)		1997	Puzzle / Drop			tetrisp2			2			60	H	4	3	320	224	R	
terabrst	Teraburst (1998/07/17 ver UEL)	Konami	1998	Shooter / Gun				2	3	2	joy8way		60	H			512	384	R	
terabrsta	Teraburst (1998/02/25 ver AAA)	Konami	1998	Shooter / Gun	terabrst	terabrst		2	3	2	joy8way		60	H			512	384	R	
term2	Terminator 2 - Judgment Day (rev LA4 08/03/92)	Midway	1991	Shooter / Gun				4	2	2	stick		54.81517	H			410	256	R	
term2la1	Terminator 2 - Judgment Day (rev LA1 11/01/91)	Midway	1991	Shooter / Gun	term2	term2		4	2	2	stick		54.81517	H			410	256	R	
term2la2	Terminator 2 - Judgment Day (rev LA2 12/09/91)	Midway	1991	Shooter / Gun	term2	term2		4	2	2	stick		54.81517	H			410	256	R	
term2la3	Terminator 2 - Judgment Day (rev LA3 03/27/92)	Midway	1991	Shooter / Gun		term2	term2	4	2	2	stick		54.815170	H			399	254	R	
terracra	Terra Cresta (YM2203)		1985	Shooter / Flying Vertical			terracre			2			60	V	3	4	256	224	R	
terracrb	Terra Cresta (YM3526 set 2)		1985	Shooter / Flying Vertical			terracre			2			60	V	3	4	256	224	R	
terracre	Terra Cresta (YM3526 set 1)	Nichibutsu	1985	Shooter / Flying Vertical				2	2	2	joy8way		60	V			256	224	R	
terracrea	Terra Cresta (YM3526 set 3)	Nichibutsu	1985	Shooter / Flying Vertical	terracre	terracre		2	2	2	joy8way		60	V			256	224	R	
terracren	Terra Cresta (YM2203)	Nichibutsu	1985	Shooter / Flying Vertical	terracre	terracre		2	2	2	joy8way		60	V			256	224	R	
terracreo	Terra Cresta (YM3526 set 2)	Nichibutsu	1985	Shooter / Flying Vertical		terracre	terracre			2				V	3	4	256	224	R	
terraf	Terra Force	Nichibutsu	1987	Shooter / Flying				2	3	2	joy8way		57	H			320	240	R	
terrafa	Terra Force (US set 2)		1987	Not Classified	terraf			2	3	2	joy8way		57	H			320	240	R	
terrafb	Terra Force (Japan, bootleg set 2)	bootleg	1987	Shooter / Flying	terraf	terraf		2	3	2	joy8way		57	H			320	240	R	
terrafj	Terra Force (Japan)	Nichibutsu Japan	1987	Shooter / Flying		terraf	terraf			2				H	4	3	320	240	R	
terrafjb	Terra Force (Japan, bootleg with additional Z80)	bootleg	1987	Shooter / Flying		terraf	terraf			2				H	4	3	320	240	R	
terrafu	Terra Force (US)	Nichibutsu USA	1987	Shooter / Flying	terraf	terraf		2	3	2	joy8way		57	H			320	240	R	
